Date;Volume;Adj Close;100ma;symbol;City
2017-01-27 00:00:00.000;1527800;48,650002;47,923333;A;santa clara
2016-12-19 00:00:00.000;4724900;48,580002;39,69367633;AAL;fort worth
2016-12-20 00:00:00.000;4814600;49,220001;39,83282705;AAL;fort worth
2016-12-21 00:00:00.000;3805200;49,470001;39,97348328;AAL;fort worth
2016-12-22 00:00:00.000;3618700;48,689999;40,12712465;AAL;fort worth
2016-12-23 00:00:00.000;2914800;48,48;40,27796776;AAL;fort worth
2016-12-27 00:00:00.000;2797800;48,610001;40,42911338;AAL;fort worth
2016-12-28 00:00:00.000;4108300;47,669998;40,56228065;AAL;fort worth
2016-12-29 00:00:00.000;3707100;47,25;40,69214568;AAL;fort worth
2016-12-30 00:00:00.000;4494100;46,689999;40,81401673;AAL;fort worth
2017-01-03 00:00:00.000;6737800;46,197248;46,197248;AAL;fort worth
2017-01-04 00:00:00.000;5859600;46,596361;46,3968045;AAL;fort worth
2017-01-05 00:00:00.000;6825300;45,788158;46,19392233;AAL;fort worth
2017-01-06 00:00:00.000;7260200;46,107447;46,1723035;AAL;fort worth
2017-01-09 00:00:00.000;4704600;46,975519;46,3329466;AAL;fort worth
2017-01-10 00:00:00.000;7483800;48,37241;46,67285717;AAL;fort worth
2017-01-11 00:00:00.000;6925800;48,532055;46,93845686;AAL;fort worth
2017-01-12 00:00:00.000;5447300;47,993252;47,07030625;AAL;fort worth
2017-01-13 00:00:00.000;3541700;47,544254;47,12296711;AAL;fort worth
2017-01-17 00:00:00.000;5350800;46,64625;47,0752954;AAL;fort worth
2017-01-18 00:00:00.000;5176500;47,534274;47,11702073;AAL;fort worth
2017-01-19 00:00:00.000;3729300;47,155116;47,12019533;AAL;fort worth
2017-01-20 00:00:00.000;5611800;47,893476;47,17967846;AAL;fort worth
2017-01-23 00:00:00.000;4284200;46,835827;47,15511764;AAL;fort worth
2017-01-24 00:00:00.000;4926700;47,434497;47,17374293;AAL;fort worth
2017-01-25 00:00:00.000;5075800;47,803675;47,21311369;AAL;fort worth
2017-01-26 00:00:00.000;10332800;49,479947;47,34645682;AAL;fort worth
2017-01-27 00:00:00.000;19411100;46,845807;47,31864294;AAL;fort worth
2016-12-19 00:00:00.000;548400;173,760621;156,2896642;AAP;roanoke
2016-12-20 00:00:00.000;1246000;175,57;156,3480428;AAP;roanoke
2016-12-21 00:00:00.000;454700;173,509995;156,3994111;AAP;roanoke
2016-12-22 00:00:00.000;946100;170,389999;156,4384653;AAP;roanoke
2016-12-23 00:00:00.000;334200;170,889999;156,4621348;AAP;roanoke
2016-12-27 00:00:00.000;508700;171,839996;156,4800159;AAP;roanoke
2016-12-28 00:00:00.000;357100;170,419998;156,4805992;AAP;roanoke
2016-12-29 00:00:00.000;431400;170,279999;156,4958704;AAP;roanoke
2016-12-30 00:00:00.000;489300;169,119995;156,5233236;AAP;roanoke
2017-01-03 00:00:00.000;691300;170,600006;170,600006;AAP;roanoke
2017-01-04 00:00:00.000;641700;172;171,300003;AAP;roanoke
2017-01-05 00:00:00.000;664100;171,880005;171,493337;AAP;roanoke
2017-01-06 00:00:00.000;827000;169,630005;171,027504;AAP;roanoke
2017-01-09 00:00:00.000;560100;169,529999;170,728003;AAP;roanoke
2017-01-10 00:00:00.000;621200;169,919998;170,5933355;AAP;roanoke
2017-01-11 00:00:00.000;886500;173,429993;170,9985723;AAP;roanoke
2017-01-12 00:00:00.000;744600;174,470001;171,4325009;AAP;roanoke
2017-01-13 00:00:00.000;1196200;174,789993;171,8055556;AAP;roanoke
2017-01-17 00:00:00.000;1045100;173;171,925;AAP;roanoke
2017-01-18 00:00:00.000;791400;173,979996;172,1118178;AAP;roanoke
2017-01-19 00:00:00.000;606300;171,720001;172,0791664;AAP;roanoke
2017-01-20 00:00:00.000;725700;171,5;172,0346152;AAP;roanoke
2017-01-23 00:00:00.000;1414600;167,779999;171,730714;AAP;roanoke
2017-01-24 00:00:00.000;881500;168,289993;171,5013326;AAP;roanoke
2017-01-25 00:00:00.000;765700;167,5;171,2512493;AAP;roanoke
2017-01-26 00:00:00.000;1301600;165,5;170,9129405;AAP;roanoke
2017-01-27 00:00:00.000;768500;164,369995;170,5494436;AAP;roanoke
2016-12-19 00:00:00.000;27675400;116,639999;110,7838194;AAPL;cupertino
2016-12-20 00:00:00.000;20905800;116,949997;110,9221286;AAPL;cupertino
2016-12-21 00:00:00.000;24216900;117,059998;111,0433304;AAPL;cupertino
2016-12-22 00:00:00.000;25789800;116,290001;111,1723678;AAPL;cupertino
2016-12-23 00:00:00.000;14181200;116,519997;111,2907424;AAPL;cupertino
2016-12-27 00:00:00.000;18071900;117,260002;111,4100502;AAPL;cupertino
2016-12-28 00:00:00.000;20582000;116,760002;111,5083403;AAPL;cupertino
2016-12-29 00:00:00.000;14963300;116,730003;111,5974758;AAPL;cupertino
2016-12-30 00:00:00.000;30253100;115,82;111,6731339;AAPL;cupertino
2017-01-03 00:00:00.000;28781900;115,648597;115,648597;AAPL;cupertino
2017-01-04 00:00:00.000;21118100;115,519154;115,5838755;AAPL;cupertino
2017-01-05 00:00:00.000;22193600;116,106611;115,7581207;AAPL;cupertino
2017-01-06 00:00:00.000;31751900;117,401002;116,168841;AAPL;cupertino
2017-01-09 00:00:00.000;33387600;118,476334;116,6303396;AAPL;cupertino
2017-01-10 00:00:00.000;24462100;118,595819;116,9579195;AAPL;cupertino
2017-01-11 00:00:00.000;27588600;119,233055;117,2829389;AAPL;cupertino
2017-01-12 00:00:00.000;27086200;118,735214;117,4644733;AAPL;cupertino
2017-01-13 00:00:00.000;26111900;118,526121;117,5824341;AAPL;cupertino
2017-01-17 00:00:00.000;34439800;119,481976;117,7723883;AAPL;cupertino
2017-01-18 00:00:00.000;23713000;119,472017;117,9269;AAPL;cupertino
2017-01-19 00:00:00.000;25597300;119,262925;118,0382354;AAPL;cupertino
2017-01-20 00:00:00.000;32597900;119,481976;118,1492924;AAPL;cupertino
2017-01-23 00:00:00.000;22050200;119,561633;118,2501739;AAPL;cupertino
2017-01-24 00:00:00.000;23211000;119,452107;118,3303027;AAPL;cupertino
2017-01-25 00:00:00.000;32377600;121,353858;118,5192749;AAPL;cupertino
2017-01-26 00:00:00.000;26337600;121,413604;118,6895296;AAPL;cupertino
2017-01-27 00:00:00.000;20562900;121,423555;118,8414199;AAPL;cupertino
2016-12-19 00:00:00.000;5976800;61,59848;61,84216949;ABBV;chicago
2016-12-20 00:00:00.000;5751800;61,539078;61,80786639;ABBV;chicago
2016-12-21 00:00:00.000;5498700;60,836172;61,75956938;ABBV;chicago
2016-12-22 00:00:00.000;5626000;61,044073;61,71492097;ABBV;chicago
2016-12-23 00:00:00.000;4795900;61,717281;61,67906466;ABBV;chicago
2016-12-27 00:00:00.000;5396200;61,875682;61,64940291;ABBV;chicago
2016-12-28 00:00:00.000;5190400;61,64798;61,61314786;ABBV;chicago
2016-12-29 00:00:00.000;4990000;62,103384;61,58340883;ABBV;chicago
2016-12-30 00:00:00.000;5999200;61,994483;61,54846068;ABBV;chicago
2017-01-03 00:00:00.000;9328200;61,786581;61,786581;ABBV;chicago
2017-01-04 00:00:00.000;8674800;62,657792;62,2221865;ABBV;chicago
2017-01-05 00:00:00.000;5359400;63,132997;62,52579;ABBV;chicago
2017-01-06 00:00:00.000;4722300;63,152797;62,68254175;ABBV;chicago
2017-01-09 00:00:00.000;8784800;63,5686;62,8597534;ABBV;chicago
2017-01-10 00:00:00.000;6523500;63,429999;62,95479433;ABBV;chicago
2017-01-11 00:00:00.000;13565200;61,139999;62,69553786;ABBV;chicago
2017-01-12 00:00:00.000;8194400;61,279999;62,5185955;ABBV;chicago
2017-01-13 00:00:00.000;7295100;61,990002;62,45986289;ABBV;chicago
2017-01-17 00:00:00.000;8446700;61,860001;62,3998767;ABBV;chicago
2017-01-18 00:00:00.000;5519400;61,66;62,33261518;ABBV;chicago
2017-01-19 00:00:00.000;5384200;61,380001;62,25323067;ABBV;chicago
2017-01-20 00:00:00.000;6730000;61,150002;62,16836692;ABBV;chicago
2017-01-23 00:00:00.000;5244700;60,959999;62,08205493;ABBV;chicago
2017-01-24 00:00:00.000;6642000;60,580002;61,98191807;ABBV;chicago
2017-01-25 00:00:00.000;8052800;61,380001;61,94429825;ABBV;chicago
2017-01-26 00:00:00.000;7765300;61,27;61,90463365;ABBV;chicago
2017-01-27 00:00:00.000;14151200;60;61,79882067;ABBV;chicago
2016-12-19 00:00:00.000;10153500;38,093934;40,91243073;ABT;chicago
2016-12-20 00:00:00.000;6992900;37,944896;40,85006039;ABT;chicago
2016-12-21 00:00:00.000;9190600;37,994578;40,78285541;ABT;chicago
2016-12-22 00:00:00.000;7980900;38,044256;40,71831929;ABT;chicago
2016-12-23 00:00:00.000;4625600;38,173419;40,65625956;ABT;chicago
2016-12-27 00:00:00.000;6633700;38,352264;40,5973705;ABT;chicago
2016-12-28 00:00:00.000;6828500;37,974706;40,53026302;ABT;chicago
2016-12-29 00:00:00.000;7050800;38,064128;40,46641927;ABT;chicago
2016-12-30 00:00:00.000;10445600;38,163485;40,40297669;ABT;chicago
2017-01-03 00:00:00.000;9677300;38,799377;38,799377;ABT;chicago
2017-01-04 00:00:00.000;22644500;39,107389;38,953383;ABT;chicago
2017-01-05 00:00:00.000;12080100;39,445207;39,11732433;ABT;chicago
2017-01-06 00:00:00.000;14628900;40,518273;39,4675615;ABT;chicago
2017-01-09 00:00:00.000;10983200;40,478533;39,6697558;ABT;chicago
2017-01-10 00:00:00.000;9256300;41,025002;39,89563017;ABT;chicago
2017-01-11 00:00:00.000;10699400;41,080002;40,06482614;ABT;chicago
2017-01-12 00:00:00.000;8633400;40,720001;40,146723;ABT;chicago
2017-01-13 00:00:00.000;9533300;40,93;40,23375378;ABT;chicago
2017-01-17 00:00:00.000;8272700;40,900002;40,3003786;ABT;chicago
2017-01-18 00:00:00.000;7195100;40,759998;40,34216218;ABT;chicago
2017-01-19 00:00:00.000;7160200;40,400002;40,34698217;ABT;chicago
2017-01-20 00:00:00.000;5908000;40,459999;40,35567577;ABT;chicago
2017-01-23 00:00:00.000;7351900;40,34;40,35455607;ABT;chicago
2017-01-24 00:00:00.000;7773700;40,310001;40,35158573;ABT;chicago
2017-01-25 00:00:00.000;16890200;40,310001;40,34898669;ABT;chicago
2017-01-26 00:00:00.000;9410200;40,959999;40,38492859;ABT;chicago
2017-01-27 00:00:00.000;7033600;41;40,41909922;ABT;chicago
2016-12-19 00:00:00.000;2742100;123,650002;115,832613;ACN;dublin
2016-12-20 00:00:00.000;3285000;124,099998;115,9571271;ACN;dublin
2016-12-21 00:00:00.000;6028600;117,900002;116,0189485;ACN;dublin
2016-12-22 00:00:00.000;2758400;117,790001;116,0801646;ACN;dublin
2016-12-23 00:00:00.000;1697200;117,480003;116,1305611;ACN;dublin
2016-12-27 00:00:00.000;1546300;117,550003;116,1806679;ACN;dublin
2016-12-28 00:00:00.000;1773300;116,610001;116,2125663;ACN;dublin
2016-12-29 00:00:00.000;1631500;117,010002;116,25757;ACN;dublin
2016-12-30 00:00:00.000;1739500;117,129997;116,3116913;ACN;dublin
2017-01-03 00:00:00.000;2351600;116,459999;116,459999;ACN;dublin
2017-01-04 00:00:00.000;2634000;116,739998;116,5999985;ACN;dublin
2017-01-05 00:00:00.000;3684400;114,989998;116,0633317;ACN;dublin
2017-01-06 00:00:00.000;4124300;116,300003;116,1224995;ACN;dublin
2017-01-09 00:00:00.000;2550800;115;115,8979996;ACN;dublin
2017-01-10 00:00:00.000;2538200;115,059998;115,7583327;ACN;dublin
2017-01-11 00:00:00.000;2811200;116,120003;115,8099999;ACN;dublin
2017-01-12 00:00:00.000;2110800;115,779999;115,8062498;ACN;dublin
2017-01-13 00:00:00.000;2665600;116,949997;115,9333328;ACN;dublin
2017-01-17 00:00:00.000;2373200;116,029999;115,9429994;ACN;dublin
2017-01-18 00:00:00.000;2262200;115,949997;115,9436355;ACN;dublin
2017-01-19 00:00:00.000;1643400;115,5;115,9066659;ACN;dublin
2017-01-20 00:00:00.000;2614600;115,07;115,842307;ACN;dublin
2017-01-23 00:00:00.000;2173100;114,82;115,7692851;ACN;dublin
2017-01-24 00:00:00.000;2801400;116,480003;115,8166663;ACN;dublin
2017-01-25 00:00:00.000;2902300;117,57;115,9262496;ACN;dublin
2017-01-26 00:00:00.000;2864600;115,93;115,9264702;ACN;dublin
2017-01-27 00:00:00.000;2545100;115,349998;115,894444;ACN;dublin
2016-12-19 00:00:00.000;3560800;105,290001;104,0994999;ADBE;san jose
2016-12-20 00:00:00.000;2194100;105,769997;104,1785998;ADBE;san jose
2016-12-21 00:00:00.000;2507600;105,510002;104,2564998;ADBE;san jose
2016-12-22 00:00:00.000;1717300;104,720001;104,3431998;ADBE;san jose
2016-12-23 00:00:00.000;1047500;105,019997;104,4266998;ADBE;san jose
2016-12-27 00:00:00.000;1047400;104,980003;104,5055999;ADBE;san jose
2016-12-28 00:00:00.000;1723500;103,769997;104,5528998;ADBE;san jose
2016-12-29 00:00:00.000;1095000;103,68;104,6047998;ADBE;san jose
2016-12-30 00:00:00.000;2079100;102,949997;104,6455998;ADBE;san jose
2017-01-03 00:00:00.000;2277400;103,480003;103,480003;ADBE;san jose
2017-01-04 00:00:00.000;1701700;104,139999;103,810001;ADBE;san jose
2017-01-05 00:00:00.000;2504000;105,910004;104,510002;ADBE;san jose
2017-01-06 00:00:00.000;2625600;108,300003;105,4575023;ADBE;san jose
2017-01-09 00:00:00.000;2925000;108,57;106,0800018;ADBE;san jose
2017-01-10 00:00:00.000;3080000;108,260002;106,4433352;ADBE;san jose
2017-01-11 00:00:00.000;1781900;108,989998;106,8071441;ADBE;san jose
2017-01-12 00:00:00.000;1617900;108,589996;107,0300006;ADBE;san jose
2017-01-13 00:00:00.000;1593500;108,529999;107,1966671;ADBE;san jose
2017-01-17 00:00:00.000;1696200;108;107,2770004;ADBE;san jose
2017-01-18 00:00:00.000;2536900;108,790001;107,4145459;ADBE;san jose
2017-01-19 00:00:00.000;3090500;109,790001;107,6125005;ADBE;san jose
2017-01-20 00:00:00.000;3144200;110,709999;107,8507696;ADBE;san jose
2017-01-23 00:00:00.000;2560300;110,970001;108,0735719;ADBE;san jose
2017-01-24 00:00:00.000;3654400;113,720001;108,4500005;ADBE;san jose
2017-01-25 00:00:00.000;3919300;114,25;108,8125004;ADBE;san jose
2017-01-26 00:00:00.000;2745200;112,879997;109,0517649;ADBE;san jose
2017-01-27 00:00:00.000;1696800;113,989998;109,3261112;ADBE;san jose
2016-12-19 00:00:00.000;3183800;46,07;43,40407355;ADM;decatur
2016-12-20 00:00:00.000;3228400;46,220001;43,42176107;ADM;decatur
2016-12-21 00:00:00.000;3214000;46,130001;43,44683143;ADM;decatur
2016-12-22 00:00:00.000;3196800;45,18;43,47019161;ADM;decatur
2016-12-23 00:00:00.000;2220400;45,150002;43,48851876;ADM;decatur
2016-12-27 00:00:00.000;1547800;45,650002;43,51371939;ADM;decatur
2016-12-28 00:00:00.000;1764900;45,34;43,52881904;ADM;decatur
2016-12-29 00:00:00.000;1947600;45,360001;43,54342847;ADM;decatur
2016-12-30 00:00:00.000;2509000;45,650002;43,56231837;ADM;decatur
2017-01-03 00:00:00.000;3600300;46,189999;46,189999;ADM;decatur
2017-01-04 00:00:00.000;3460800;46,110001;46,15;ADM;decatur
2017-01-05 00:00:00.000;3364100;45,77;46,02333333;ADM;decatur
2017-01-06 00:00:00.000;4396300;44,720001;45,69750025;ADM;decatur
2017-01-09 00:00:00.000;3537900;44,75;45,5080002;ADM;decatur
2017-01-10 00:00:00.000;3637000;44,459999;45,33333333;ADM;decatur
2017-01-11 00:00:00.000;5288300;44,009998;45,14428543;ADM;decatur
2017-01-12 00:00:00.000;3619600;43,439999;44,93124963;ADM;decatur
2017-01-13 00:00:00.000;2164800;43,560001;44,77888867;ADM;decatur
2017-01-17 00:00:00.000;4409900;44,689999;44,7699997;ADM;decatur
2017-01-18 00:00:00.000;2987800;44,950001;44,78636345;ADM;decatur
2017-01-19 00:00:00.000;2830300;44,5;44,76249983;ADM;decatur
2017-01-20 00:00:00.000;2305800;44,73;44,75999985;ADM;decatur
2017-01-23 00:00:00.000;1942700;44,709999;44,75642836;ADM;decatur
2017-01-24 00:00:00.000;3231200;44,66;44,7499998;ADM;decatur
2017-01-25 00:00:00.000;3339400;45,200001;44,77812488;ADM;decatur
2017-01-26 00:00:00.000;2572300;44,549999;44,76470571;ADM;decatur
2017-01-27 00:00:00.000;2009900;44,52;44,75111094;ADM;decatur
2016-12-19 00:00:00.000;461100;230,960007;214,262016;ADS;plano
2016-12-20 00:00:00.000;277000;231,339996;214,2651065;ADS;plano
2016-12-21 00:00:00.000;333200;233,679993;214,3264081;ADS;plano
2016-12-22 00:00:00.000;380900;231,660004;214,422769;ADS;plano
2016-12-23 00:00:00.000;286300;233,639999;214,5416228;ADS;plano
2016-12-27 00:00:00.000;224000;233,710007;214,6913;ADS;plano
2016-12-28 00:00:00.000;613200;228,570007;214,7589553;ADS;plano
2016-12-29 00:00:00.000;267800;229,25;214,8280242;ADS;plano
2016-12-30 00:00:00.000;337400;228,5;214,9146294;ADS;plano
2017-01-03 00:00:00.000;469400;232,476302;232,476302;ADS;plano
2017-01-04 00:00:00.000;511800;237,235381;234,8558415;ADS;plano
2017-01-05 00:00:00.000;433100;235,279879;234,9971873;ADS;plano
2017-01-06 00:00:00.000;506400;235,778733;235,1925738;ADS;plano
2017-01-09 00:00:00.000;460300;237,045814;235,5632218;ADS;plano
2017-01-10 00:00:00.000;567600;234,721149;235,4228763;ADS;plano
2017-01-11 00:00:00.000;654500;234,062672;235,2285614;ADS;plano
2017-01-12 00:00:00.000;301400;235,130213;235,2162679;ADS;plano
2017-01-13 00:00:00.000;413200;237,005912;235,4151172;ADS;plano
2017-01-17 00:00:00.000;958500;229,473202;234,8209257;ADS;plano
2017-01-18 00:00:00.000;427600;231,089486;234,4817039;ADS;plano
2017-01-19 00:00:00.000;374600;229,692699;234,0826202;ADS;plano
2017-01-20 00:00:00.000;551700;230,021945;233,7702605;ADS;plano
2017-01-23 00:00:00.000;667700;228,026526;233,3599938;ADS;plano
2017-01-24 00:00:00.000;694500;225,691889;232,8487868;ADS;plano
2017-01-25 00:00:00.000;721400;226,739472;232,4669546;ADS;plano
2017-01-26 00:00:00.000;1861300;221,192209;231,8037343;ADS;plano
2017-01-27 00:00:00.000;638800;221,840729;231,250234;ADS;plano
2016-12-19 00:00:00.000;2003700;75,699997;69,87600008;ADSK;san rafael
2016-12-20 00:00:00.000;1630900;76,010002;70,04160009;ADSK;san rafael
2016-12-21 00:00:00.000;1549600;75,629997;70,20050004;ADSK;san rafael
2016-12-22 00:00:00.000;2087400;74,580002;70,36760007;ADSK;san rafael
2016-12-23 00:00:00.000;1501700;76;70,54810006;ADSK;san rafael
2016-12-27 00:00:00.000;1156600;75,980003;70,72540009;ADSK;san rafael
2016-12-28 00:00:00.000;870900;75,019997;70,88230004;ADSK;san rafael
2016-12-29 00:00:00.000;1019500;74,980003;71,03840008;ADSK;san rafael
2016-12-30 00:00:00.000;1529600;74,010002;71,1751001;ADSK;san rafael
2017-01-03 00:00:00.000;1896300;76,18;76,18;ADSK;san rafael
2017-01-04 00:00:00.000;1885700;77,519997;76,8499985;ADSK;san rafael
2017-01-05 00:00:00.000;1368200;76,93;76,87666567;ADSK;san rafael
2017-01-06 00:00:00.000;1587700;79,300003;77,4825;ADSK;san rafael
2017-01-09 00:00:00.000;1489000;79,589996;77,9039992;ADSK;san rafael
2017-01-10 00:00:00.000;1795600;79,980003;78,24999983;ADSK;san rafael
2017-01-11 00:00:00.000;1764000;80,870003;78,624286;ADSK;san rafael
2017-01-12 00:00:00.000;1646400;80,650002;78,8775005;ADSK;san rafael
2017-01-13 00:00:00.000;1667300;81,32;79,14888933;ADSK;san rafael
2017-01-17 00:00:00.000;2403000;78,620003;79,0960007;ADSK;san rafael
2017-01-18 00:00:00.000;1676900;79,709999;79,15181873;ADSK;san rafael
2017-01-19 00:00:00.000;1498000;79,980003;79,22083408;ADSK;san rafael
2017-01-20 00:00:00.000;3022600;81,669998;79,40923131;ADSK;san rafael
2017-01-23 00:00:00.000;1204400;81,540001;79,56142914;ADSK;san rafael
2017-01-24 00:00:00.000;1814700;82;79,72400053;ADSK;san rafael
2017-01-25 00:00:00.000;1589700;82,650002;79,90687563;ADSK;san rafael
2017-01-26 00:00:00.000;1515800;81,639999;80,00882406;ADSK;san rafael
2017-01-27 00:00:00.000;1487100;81,760002;80,10611172;ADSK;san rafael
2016-12-19 00:00:00.000;2006700;62,939999;63,10627712;AEP;columbus
2016-12-20 00:00:00.000;2546900;63,209999;63,05750878;AEP;columbus
2016-12-21 00:00:00.000;1495700;62,799999;63,00454225;AEP;columbus
2016-12-22 00:00:00.000;2143100;63,240002;62,95892318;AEP;columbus
2016-12-23 00:00:00.000;1121600;63,169998;62,91810609;AEP;columbus
2016-12-27 00:00:00.000;1246500;63,130001;62,87502227;AEP;columbus
2016-12-28 00:00:00.000;1482500;62,389999;62,83230014;AEP;columbus
2016-12-29 00:00:00.000;1508100;63,279999;62,79986491;AEP;columbus
2016-12-30 00:00:00.000;1677000;62,959999;62,76185209;AEP;columbus
2017-01-03 00:00:00.000;1943800;62,180797;62,180797;AEP;columbus
2017-01-04 00:00:00.000;2127200;62,269967;62,225382;AEP;columbus
2017-01-05 00:00:00.000;3884800;62,606829;62,352531;AEP;columbus
2017-01-06 00:00:00.000;1769900;62,557291;62,403721;AEP;columbus
2017-01-09 00:00:00.000;2381300;61,734953;62,2699674;AEP;columbus
2017-01-10 00:00:00.000;2046000;61,546704;62,1494235;AEP;columbus
2017-01-11 00:00:00.000;2918400;62,596923;62,213352;AEP;columbus
2017-01-12 00:00:00.000;2139900;62,705909;62,27492163;AEP;columbus
2017-01-13 00:00:00.000;2506500;62,646461;62,31620378;AEP;columbus
2017-01-17 00:00:00.000;1705800;63,22111;62,4066944;AEP;columbus
2017-01-18 00:00:00.000;1883900;62,874338;62,44920745;AEP;columbus
2017-01-19 00:00:00.000;2628100;62,121353;62,42188625;AEP;columbus
2017-01-20 00:00:00.000;2015000;62,329414;62,414773;AEP;columbus
2017-01-23 00:00:00.000;1317800;62,131259;62,394522;AEP;columbus
2017-01-24 00:00:00.000;2061100;62,200613;62,38159473;AEP;columbus
2017-01-25 00:00:00.000;2316900;61,95292;62,35480256;AEP;columbus
2017-01-26 00:00:00.000;2525600;62,061906;62,33757335;AEP;columbus
2017-01-27 00:00:00.000;2537400;62,388862;62,34042272;AEP;columbus
2016-12-19 00:00:00.000;5193500;11,84;11,98486213;AES;arlington
2016-12-20 00:00:00.000;3417300;11,94;11,98191145;AES;arlington
2016-12-21 00:00:00.000;4003300;11,98;11,98114402;AES;arlington
2016-12-22 00:00:00.000;3311000;11,78;11,97827752;AES;arlington
2016-12-23 00:00:00.000;3593100;11,73;11,9727315;AES;arlington
2016-12-27 00:00:00.000;2355000;11,86;11,96838641;AES;arlington
2016-12-28 00:00:00.000;2562500;11,64;11,96362457;AES;arlington
2016-12-29 00:00:00.000;2364000;11,7;11,95995807;AES;arlington
2016-12-30 00:00:00.000;3176400;11,62;11,95658134;AES;arlington
2017-01-03 00:00:00.000;5020400;11,537263;11,537263;AES;arlington
2017-01-04 00:00:00.000;5282600;11,438316;11,4877895;AES;arlington
2017-01-05 00:00:00.000;8106400;11,289895;11,42182467;AES;arlington
2017-01-06 00:00:00.000;4164800;11,695579;11,49026325;AES;arlington
2017-01-09 00:00:00.000;3761100;11,408632;11,473937;AES;arlington
2017-01-10 00:00:00.000;6459800;11,210737;11,43007033;AES;arlington
2017-01-11 00:00:00.000;7781400;11,646106;11,46093257;AES;arlington
2017-01-12 00:00:00.000;4953900;11,458105;11,46057913;AES;arlington
2017-01-13 00:00:00.000;2741300;11,596632;11,47569611;AES;arlington
2017-01-17 00:00:00.000;4101400;11,784632;11,5065897;AES;arlington
2017-01-18 00:00:00.000;4558500;11,804422;11,53366536;AES;arlington
2017-01-19 00:00:00.000;3298900;11,606526;11,53973708;AES;arlington
2017-01-20 00:00:00.000;7689900;11,289895;11,52051846;AES;arlington
2017-01-23 00:00:00.000;8791900;11,101895;11,49061679;AES;arlington
2017-01-24 00:00:00.000;7539200;11,250316;11,47459673;AES;arlington
2017-01-25 00:00:00.000;10297000;11,250316;11,46057919;AES;arlington
2017-01-26 00:00:00.000;8797300;11,101895;11,43948012;AES;arlington
2017-01-27 00:00:00.000;7487100;11,28;11,43062011;AES;arlington
2016-12-19 00:00:00.000;2498200;123,848133;117,7256719;AET;hartford
2016-12-20 00:00:00.000;2676100;124,377056;117,8221865;AET;hartford
2016-12-21 00:00:00.000;2778600;123,099655;117,9134951;AET;hartford
2016-12-22 00:00:00.000;3329700;124,436939;118,0056296;AET;hartford
2016-12-23 00:00:00.000;1345700;125,694377;118,0988867;AET;hartford
2016-12-27 00:00:00.000;972600;125,973815;118,1974277;AET;hartford
2016-12-28 00:00:00.000;1049500;124,327162;118,2528149;AET;hartford
2016-12-29 00:00:00.000;1151500;124,197421;118,3165639;AET;hartford
2016-12-30 00:00:00.000;1588100;123,758319;118,3637732;AET;hartford
2017-01-03 00:00:00.000;4162800;122,590688;122,590688;AET;hartford
2017-01-04 00:00:00.000;2899600;123,728381;123,1595345;AET;hartford
2017-01-05 00:00:00.000;2566400;124,257304;123,5254577;AET;hartford
2017-01-06 00:00:00.000;2970000;124,007812;123,6460463;AET;hartford
2017-01-09 00:00:00.000;2431300;122,930002;123,5028374;AET;hartford
2017-01-10 00:00:00.000;3129100;122,669998;123,3640308;AET;hartford
2017-01-11 00:00:00.000;2728400;122,629997;123,2591689;AET;hartford
2017-01-12 00:00:00.000;2723100;122,639999;123,1817726;AET;hartford
